PJ21 Manual Payment Report
"title","amount","payeeId","createAt","status","remark","machineCode","transId"
"SP-D5","1","otouch_admin","19/03/2019 16:24:47","FAILED","Machine not online, manual payment cannot be done.","eacd155d4cf3a996cfd92de5e623fffa","JrNkfScksHfZqrGtwePGAMLRnDBqMUuG"
