PJ21 Machine Run Status Daily Sum Report
"Title","TotalCoin","TotalWechat","TotalEpay","TotalManual","TotalRun","NoColdRun","NoWarmRun","NoHotRun","NoOtherRun","ActualTotalRunTime","ActualTotalRunTimeTop","ActualTotalRunTimeBot","ExpectedTotalRunTime","myDate"
"SP-D5",0,0,3,0,9,0,0,0,0,0,0,0,null,"29/03/2019"
9"
"
